run_id,disrupted_node_id,node_type,layer_id,disruption_days,local_buffer_days,root_delay_days,root_impacted,number_of_impacted_nodes
36,COMP::Hull & Structural,component,1,36,25,11,True,2
37,COMP::Hull & Structural,component,1,37,25,12,True,2
38,COMP::Hull & Structural,component,1,38,25,13,True,2
39,COMP::Hull & Structural,component,1,39,25,14,True,2
40,COMP::Hull & Structural,component,1,40,25,15,True,2
41,COMP::Hull & Structural,component,1,41,25,16,True,2
42,COMP::Hull & Structural,component,1,42,25,17,True,2
43,COMP::Hull & Structural,component,1,43,25,18,True,2
44,COMP::Hull & Structural,component,1,44,25,19,True,2
45,COMP::Hull & Structural,component,1,45,25,20,True,2
46,COMP::Navigation & Sensors,component,1,1,25,0,False,0
47,COMP::Navigation & Sensors,component,1,2,25,0,False,0
48,COMP::Navigation & Sensors,component,1,3,25,0,False,0
49,COMP::Navigation & Sensors,component,1,4,25,0,False,0
50,COMP::Navigation & Sensors,component,1,5,25,0,False,0
51,COMP::Navigation & Sensors,component,1,6,25,0,False,0
52,COMP::Navigation & Sensors,component,1,7,25,0,False,0
53,COMP::Navigation & Sensors,component,1,8,25,0,False,0
54,COMP::Navigation & Sensors,component,1,9,25,0,False,0
55,COMP::Navigation & Sensors,component,1,10,25,0,False,0
56,COMP::Navigation & Sensors,component,1,11,25,0,False,0
57,COMP::Navigation & Sensors,component,1,12,25,0,False,0
58,COMP::Navigation & Sensors,component,1,13,25,0,False,0
59,COMP::Navigation & Sensors,component,1,14,25,0,False,0
60,COMP::Navigation & Sensors,component,1,15,25,0,False,0
61,COMP::Navigation & Sensors,component,1,16,25,0,False,0
62,COMP::Navigation & Sensors,component,1,17,25,0,False,0
63,COMP::Navigation & Sensors,component,1,18,25,0,False,0
64,COMP::Navigation & Sensors,component,1,19,25,0,False,0
65,COMP::Navigation & Sensors,component,1,20,25,0,False,0
66,COMP::Navigation & Sensors,component,1,21,25,0,False,0
67,COMP::Navigation & Sensors,component,1,22,25,0,False,0
68,COMP::Navigation & Sensors,component,1,23,25,0,False,0
69,COMP::Navigation & Sensors,component,1,24,25,0,False,0
70,COMP::Navigation & Sensors,component,1,25,25,0,False,0
71,COMP::Navigation & Sensors,component,1,26,25,1,True,2
72,COMP::Navigation & Sensors,component,1,27,25,2,True,2
73,COMP::Navigation & Sensors,component,1,28,25,3,True,2
74,COMP::Navigation & Sensors,component,1,29,25,4,True,2
75,COMP::Navigation & Sensors,component,1,30,25,5,True,2
76,COMP::Navigation & Sensors,component,1,31,25,6,True,2
77,COMP::Navigation & Sensors,component,1,32,25,7,True,2
78,COMP::Navigation & Sensors,component,1,33,25,8,True,2
79,COMP::Navigation & Sensors,component,1,34,25,9,True,2
80,COMP::Navigation & Sensors,component,1,35,25,10,True,2
81,COMP::Navigation & Sensors,component,1,36,25,11,True,2
82,COMP::Navigation & Sensors,component,1,37,25,12,True,2
83,COMP::Navigation & Sensors,component,1,38,25,13,True,2
84,COMP::Navigation & Sensors,component,1,39,25,14,True,2
85,COMP::Navigation & Sensors,component,1,40,25,15,True,2
86,COMP::Navigation & Sensors,component,1,41,25,16,True,2
87,COMP::Navigation & Sensors,component,1,42,25,17,True,2
88,COMP::Navigation & Sensors,component,1,43,25,18,True,2
89,COMP::Navigation & Sensors,component,1,44,25,19,True,2
90,COMP::Navigation & Sensors,component,1,45,25,20,True,2
91,COMP::Propulsion System,component,1,1,29,0,False,0
92,COMP::Propulsion System,component,1,2,29,0,False,0
93,COMP::Propulsion System,component,1,3,29,0,False,0
94,COMP::Propulsion System,component,1,4,29,0,False,0
95,COMP::Propulsion System,component,1,5,29,0,False,0
96,COMP::Propulsion System,component,1,6,29,0,False,0
97,COMP::Propulsion System,component,1,7,29,0,False,0
98,COMP::Propulsion System,component,1,8,29,0,False,0
99,COMP::Propulsion System,component,1,9,29,0,False,0
100,COMP::Propulsion System,component,1,10,29,0,False,0
101,COMP::Propulsion System,component,1,11,29,0,False,0
102,COMP::Propulsion System,component,1,12,29,0,False,0
103,COMP::Propulsion System,component,1,13,29,0,False,0
104,COMP::Propulsion System,component,1,14,29,0,False,0
105,COMP::Propulsion System,component,1,15,29,0,False,0
106,COMP::Propulsion System,component,1,16,29,0,False,0
107,COMP::Propulsion System,component,1,17,29,0,False,0
108,COMP::Propulsion System,component,1,18,29,0,False,0
109,COMP::Propulsion System,component,1,19,29,0,False,0
110,COMP::Propulsion System,component,1,20,29,0,False,0
111,COMP::Propulsion System,component,1,21,29,0,False,0
112,COMP::Propulsion System,component,1,22,29,0,False,0
113,COMP::Propulsion System,component,1,23,29,0,False,0
114,COMP::Propulsion System,component,1,24,29,0,False,0
115,COMP::Propulsion System,component,1,25,29,0,False,0
116,COMP::Propulsion System,component,1,26,29,0,False,0
117,COMP::Propulsion System,component,1,27,29,0,False,0
118,COMP::Propulsion System,component,1,28,29,0,False,0
119,COMP::Propulsion System,component,1,29,29,0,False,0
120,COMP::Propulsion System,component,1,30,29,1,True,2
121,COMP::Propulsion System,component,1,31,29,2,True,2
122,COMP::Propulsion System,component,1,32,29,3,True,2
123,COMP::Propulsion System,component,1,33,29,4,True,2
124,COMP::Propulsion System,component,1,34,29,5,True,2
125,COMP::Propulsion System,component,1,35,29,6,True,2
126,COMP::Propulsion System,component,1,36,29,7,True,2
127,COMP::Propulsion System,component,1,37,29,8,True,2
128,COMP::Propulsion System,component,1,38,29,9,True,2
129,COMP::Propulsion System,component,1,39,29,10,True,2
130,COMP::Propulsion System,component,1,40,29,11,True,2
131,COMP::Propulsion System,component,1,41,29,12,True,2
132,COMP::Propulsion System,component,1,42,29,13,True,2
133,COMP::Propulsion System,component,1,43,29,14,True,2
134,COMP::Propulsion System,component,1,44,29,15,True,2
135,COMP::Propulsion System,component,1,45,29,16,True,2
136,PART::Ballast Pump,part,2,1,10,0,False,0
137,PART::Ballast Pump,part,2,2,10,0,False,0
138,PART::Ballast Pump,part,2,3,10,0,False,0
139,PART::Ballast Pump,part,2,4,10,0,False,0
140,PART::Ballast Pump,part,2,5,10,0,False,0
141,PART::Ballast Pump,part,2,6,10,0,False,0
142,PART::Ballast Pump,part,2,7,10,0,False,0
143,PART::Ballast Pump,part,2,8,10,0,False,0
144,PART::Ballast Pump,part,2,9,10,0,False,0
145,PART::Ballast Pump,part,2,10,10,0,False,0
146,PART::Ballast Pump,part,2,11,10,0,False,1
147,PART::Ballast Pump,part,2,12,10,0,False,1
148,PART::Ballast Pump,part,2,13,10,0,False,1
149,PART::Ballast Pump,part,2,14,10,0,False,1
150,PART::Ballast Pump,part,2,15,10,0,False,1
151,PART::Ballast Pump,part,2,16,10,0,False,1
152,PART::Ballast Pump,part,2,17,10,0,False,1
153,PART::Ballast Pump,part,2,18,10,0,False,1
154,PART::Ballast Pump,part,2,19,10,0,False,1
155,PART::Ballast Pump,part,2,20,10,0,False,1
156,PART::Ballast Pump,part,2,21,10,0,False,1
157,PART::Ballast Pump,part,2,22,10,0,False,1
158,PART::Ballast Pump,part,2,23,10,0,False,1
159,PART::Ballast Pump,part,2,24,10,0,False,1
160,PART::Ballast Pump,part,2,25,10,0,False,1
161,PART::Ballast Pump,part,2,26,10,0,False,1
162,PART::Ballast Pump,part,2,27,10,0,False,1
163,PART::Ballast Pump,part,2,28,10,0,False,1
164,PART::Ballast Pump,part,2,29,10,0,False,1
165,PART::Ballast Pump,part,2,30,10,0,False,1
166,PART::Ballast Pump,part,2,31,10,0,False,1
167,PART::Ballast Pump,part,2,32,10,0,False,1
168,PART::Ballast Pump,part,2,33,10,0,False,1
169,PART::Ballast Pump,part,2,34,10,0,False,1
170,PART::Ballast Pump,part,2,35,10,0,False,1
171,PART::Ballast Pump,part,2,36,10,1,True,3
172,PART::Ballast Pump,part,2,37,10,2,True,3
173,PART::Ballast Pump,part,2,38,10,3,True,3
174,PART::Ballast Pump,part,2,39,10,4,True,3
175,PART::Ballast Pump,part,2,40,10,5,True,3
176,PART::Ballast Pump,part,2,41,10,6,True,3
177,PART::Ballast Pump,part,2,42,10,7,True,3
178,PART::Ballast Pump,part,2,43,10,8,True,3
179,PART::Ballast Pump,part,2,44,10,9,True,3
180,PART::Ballast Pump,part,2,45,10,10,True,3
181,PART::Gas Turbine Engine,part,2,1,11,0,False,0
182,PART::Gas Turbine Engine,part,2,2,11,0,False,0
183,PART::Gas Turbine Engine,part,2,3,11,0,False,0
184,PART::Gas Turbine Engine,part,2,4,11,0,False,0
185,PART::Gas Turbine Engine,part,2,5,11,0,False,0
186,PART::Gas Turbine Engine,part,2,6,11,0,False,0
187,PART::Gas Turbine Engine,part,2,7,11,0,False,0
188,PART::Gas Turbine Engine,part,2,8,11,0,False,0
189,PART::Gas Turbine Engine,part,2,9,11,0,False,0
190,PART::Gas Turbine Engine,part,2,10,11,0,False,0
191,PART::Gas Turbine Engine,part,2,11,11,0,False,0
192,PART::Gas Turbine Engine,part,2,12,11,0,False,1
193,PART::Gas Turbine Engine,part,2,13,11,0,False,1
194,PART::Gas Turbine Engine,part,2,14,11,0,False,1
195,PART::Gas Turbine Engine,part,2,15,11,0,False,1
196,PART::Gas Turbine Engine,part,2,16,11,0,False,1
197,PART::Gas Turbine Engine,part,2,17,11,0,False,1
198,PART::Gas Turbine Engine,part,2,18,11,0,False,1
199,PART::Gas Turbine Engine,part,2,19,11,0,False,1
200,PART::Gas Turbine Engine,part,2,20,11,0,False,1
201,PART::Gas Turbine Engine,part,2,21,11,0,False,1
202,PART::Gas Turbine Engine,part,2,22,11,0,False,1
203,PART::Gas Turbine Engine,part,2,23,11,0,False,1
204,PART::Gas Turbine Engine,part,2,24,11,0,False,1
205,PART::Gas Turbine Engine,part,2,25,11,0,False,1
206,PART::Gas Turbine Engine,part,2,26,11,0,False,1
207,PART::Gas Turbine Engine,part,2,27,11,0,False,1
208,PART::Gas Turbine Engine,part,2,28,11,0,False,1
209,PART::Gas Turbine Engine,part,2,29,11,0,False,1
210,PART::Gas Turbine Engine,part,2,30,11,0,False,1
211,PART::Gas Turbine Engine,part,2,31,11,0,False,1
212,PART::Gas Turbine Engine,part,2,32,11,0,False,1
213,PART::Gas Turbine Engine,part,2,33,11,0,False,1
214,PART::Gas Turbine Engine,part,2,34,11,0,False,1
215,PART::Gas Turbine Engine,part,2,35,11,0,False,1
216,PART::Gas Turbine Engine,part,2,36,11,0,False,1
217,PART::Gas Turbine Engine,part,2,37,11,0,False,1
218,PART::Gas Turbine Engine,part,2,38,11,0,False,1
219,PART::Gas Turbine Engine,part,2,39,11,0,False,1
220,PART::Gas Turbine Engine,part,2,40,11,0,False,1
221,PART::Gas Turbine Engine,part,2,41,11,1,True,3
222,PART::Gas Turbine Engine,part,2,42,11,2,True,3
223,PART::Gas Turbine Engine,part,2,43,11,3,True,3
224,PART::Gas Turbine Engine,part,2,44,11,4,True,3
225,PART::Gas Turbine Engine,part,2,45,11,5,True,3
226,PART::Hull Plate Section,part,2,1,9,0,False,0
227,PART::Hull Plate Section,part,2,2,9,0,False,0
228,PART::Hull Plate Section,part,2,3,9,0,False,0
229,PART::Hull Plate Section,part,2,4,9,0,False,0
230,PART::Hull Plate Section,part,2,5,9,0,False,0
231,PART::Hull Plate Section,part,2,6,9,0,False,0
232,PART::Hull Plate Section,part,2,7,9,0,False,0
233,PART::Hull Plate Section,part,2,8,9,0,False,0
234,PART::Hull Plate Section,part,2,9,9,0,False,0
235,PART::Hull Plate Section,part,2,10,9,0,False,1
236,PART::Hull Plate Section,part,2,11,9,0,False,1
237,PART::Hull Plate Section,part,2,12,9,0,False,1
238,PART::Hull Plate Section,part,2,13,9,0,False,1
239,PART::Hull Plate Section,part,2,14,9,0,False,1
240,PART::Hull Plate Section,part,2,15,9,0,False,1
241,PART::Hull Plate Section,part,2,16,9,0,False,1
242,PART::Hull Plate Section,part,2,17,9,0,False,1
243,PART::Hull Plate Section,part,2,18,9,0,False,1
244,PART::Hull Plate Section,part,2,19,9,0,False,1
245,PART::Hull Plate Section,part,2,20,9,0,False,1
246,PART::Hull Plate Section,part,2,21,9,0,False,1
247,PART::Hull Plate Section,part,2,22,9,0,False,1
248,PART::Hull Plate Section,part,2,23,9,0,False,1
249,PART::Hull Plate Section,part,2,24,9,0,False,1
250,PART::Hull Plate Section,part,2,25,9,0,False,1
251,PART::Hull Plate Section,part,2,26,9,0,False,1
252,PART::Hull Plate Section,part,2,27,9,0,False,1
253,PART::Hull Plate Section,part,2,28,9,0,False,1
254,PART::Hull Plate Section,part,2,29,9,0,False,1
255,PART::Hull Plate Section,part,2,30,9,0,False,1
256,PART::Hull Plate Section,part,2,31,9,0,False,1
257,PART::Hull Plate Section,part,2,32,9,0,False,1
258,PART::Hull Plate Section,part,2,33,9,0,False,1
259,PART::Hull Plate Section,part,2,34,9,0,False,1
260,PART::Hull Plate Section,part,2,35,9,1,True,3
261,PART::Hull Plate Section,part,2,36,9,2,True,3
262,PART::Hull Plate Section,part,2,37,9,3,True,3
263,PART::Hull Plate Section,part,2,38,9,4,True,3
264,PART::Hull Plate Section,part,2,39,9,5,True,3
265,PART::Hull Plate Section,part,2,40,9,6,True,3
266,PART::Hull Plate Section,part,2,41,9,7,True,3
267,PART::Hull Plate Section,part,2,42,9,8,True,3
268,PART::Hull Plate Section,part,2,43,9,9,True,3
269,PART::Hull Plate Section,part,2,44,9,10,True,3
270,PART::Hull Plate Section,part,2,45,9,11,True,3
271,PART::Inertial Navigation Unit,part,2,1,10,0,False,0
272,PART::Inertial Navigation Unit,part,2,2,10,0,False,0
273,PART::Inertial Navigation Unit,part,2,3,10,0,False,0
274,PART::Inertial Navigation Unit,part,2,4,10,0,False,0
275,PART::Inertial Navigation Unit,part,2,5,10,0,False,0
276,PART::Inertial Navigation Unit,part,2,6,10,0,False,0
277,PART::Inertial Navigation Unit,part,2,7,10,0,False,0
278,PART::Inertial Navigation Unit,part,2,8,10,0,False,0
279,PART::Inertial Navigation Unit,part,2,9,10,0,False,0
280,PART::Inertial Navigation Unit,part,2,10,10,0,False,0
281,PART::Inertial Navigation Unit,part,2,11,10,0,False,1
282,PART::Inertial Navigation Unit,part,2,12,10,0,False,1
283,PART::Inertial Navigation Unit,part,2,13,10,0,False,1
284,PART::Inertial Navigation Unit,part,2,14,10,0,False,1
285,PART::Inertial Navigation Unit,part,2,15,10,0,False,1
286,PART::Inertial Navigation Unit,part,2,16,10,0,False,1
287,PART::Inertial Navigation Unit,part,2,17,10,0,False,1
288,PART::Inertial Navigation Unit,part,2,18,10,0,False,1
289,PART::Inertial Navigation Unit,part,2,19,10,0,False,1
290,PART::Inertial Navigation Unit,part,2,20,10,0,False,1
291,PART::Inertial Navigation Unit,part,2,21,10,0,False,1
292,PART::Inertial Navigation Unit,part,2,22,10,0,False,1
293,PART::Inertial Navigation Unit,part,2,23,10,0,False,1
294,PART::Inertial Navigation Unit,part,2,24,10,0,False,1
295,PART::Inertial Navigation Unit,part,2,25,10,0,False,1
296,PART::Inertial Navigation Unit,part,2,26,10,0,False,1
297,PART::Inertial Navigation Unit,part,2,27,10,0,False,1
298,PART::Inertial Navigation Unit,part,2,28,10,0,False,1
299,PART::Inertial Navigation Unit,part,2,29,10,0,False,1
300,PART::Inertial Navigation Unit,part,2,30,10,0,False,1
301,PART::Inertial Navigation Unit,part,2,31,10,0,False,1
302,PART::Inertial Navigation Unit,part,2,32,10,0,False,1
303,PART::Inertial Navigation Unit,part,2,33,10,0,False,1
304,PART::Inertial Navigation Unit,part,2,34,10,0,False,1
305,PART::Inertial Navigation Unit,part,2,35,10,0,False,1
306,PART::Inertial Navigation Unit,part,2,36,10,1,True,3
307,PART::Inertial Navigation Unit,part,2,37,10,2,True,3
308,PART::Inertial Navigation Unit,part,2,38,10,3,True,3
309,PART::Inertial Navigation Unit,part,2,39,10,4,True,3
310,PART::Inertial Navigation Unit,part,2,40,10,5,True,3
311,PART::Inertial Navigation Unit,part,2,41,10,6,True,3
312,PART::Inertial Navigation Unit,part,2,42,10,7,True,3
313,PART::Inertial Navigation Unit,part,2,43,10,8,True,3
314,PART::Inertial Navigation Unit,part,2,44,10,9,True,3
315,PART::Inertial Navigation Unit,part,2,45,10,10,True,3
316,PART::Radar Antenna,part,2,1,4,0,False,0
317,PART::Radar Antenna,part,2,2,4,0,False,0
318,PART::Radar Antenna,part,2,3,4,0,False,0
319,PART::Radar Antenna,part,2,4,4,0,False,0
320,PART::Radar Antenna,part,2,5,4,0,False,1
321,PART::Radar Antenna,part,2,6,4,0,False,1
322,PART::Radar Antenna,part,2,7,4,0,False,1
323,PART::Radar Antenna,part,2,8,4,0,False,1
324,PART::Radar Antenna,part,2,9,4,0,False,1
325,PART::Radar Antenna,part,2,10,4,0,False,1
326,PART::Radar Antenna,part,2,11,4,0,False,1
327,PART::Radar Antenna,part,2,12,4,0,False,1
328,PART::Radar Antenna,part,2,13,4,0,False,1
329,PART::Radar Antenna,part,2,14,4,0,False,1
330,PART::Radar Antenna,part,2,15,4,0,False,1
331,PART::Radar Antenna,part,2,16,4,0,False,1
332,PART::Radar Antenna,part,2,17,4,0,False,1
333,PART::Radar Antenna,part,2,18,4,0,False,1
334,PART::Radar Antenna,part,2,19,4,0,False,1
335,PART::Radar Antenna,part,2,20,4,0,False,1
336,PART::Radar Antenna,part,2,21,4,0,False,1
337,PART::Radar Antenna,part,2,22,4,0,False,1
338,PART::Radar Antenna,part,2,23,4,0,False,1
339,PART::Radar Antenna,part,2,24,4,0,False,1
340,PART::Radar Antenna,part,2,25,4,0,False,1
341,PART::Radar Antenna,part,2,26,4,0,False,1
342,PART::Radar Antenna,part,2,27,4,0,False,1
343,PART::Radar Antenna,part,2,28,4,0,False,1
344,PART::Radar Antenna,part,2,29,4,0,False,1
345,PART::Radar Antenna,part,2,30,4,1,True,3
346,PART::Radar Antenna,part,2,31,4,2,True,3
347,PART::Radar Antenna,part,2,32,4,3,True,3
348,PART::Radar Antenna,part,2,33,4,4,True,3
349,PART::Radar Antenna,part,2,34,4,5,True,3
350,PART::Radar Antenna,part,2,35,4,6,True,3
351,PART::Radar Antenna,part,2,36,4,7,True,3
352,PART::Radar Antenna,part,2,37,4,8,True,3
353,PART::Radar Antenna,part,2,38,4,9,True,3
354,PART::Radar Antenna,part,2,39,4,10,True,3
355,PART::Radar Antenna,part,2,40,4,11,True,3
356,PART::Radar Antenna,part,2,41,4,12,True,3
357,PART::Radar Antenna,part,2,42,4,13,True,3
358,PART::Radar Antenna,part,2,43,4,14,True,3
359,PART::Radar Antenna,part,2,44,4,15,True,3
360,PART::Radar Antenna,part,2,45,4,16,True,3
361,PART::Reduction Gearbox,part,2,1,10,0,False,0
362,PART::Reduction Gearbox,part,2,2,10,0,False,0
363,PART::Reduction Gearbox,part,2,3,10,0,False,0
364,PART::Reduction Gearbox,part,2,4,10,0,False,0
365,PART::Reduction Gearbox,part,2,5,10,0,False,0
366,PART::Reduction Gearbox,part,2,6,10,0,False,0
367,PART::Reduction Gearbox,part,2,7,10,0,False,0
368,PART::Reduction Gearbox,part,2,8,10,0,False,0
369,PART::Reduction Gearbox,part,2,9,10,0,False,0
370,PART::Reduction Gearbox,part,2,10,10,0,False,0
371,PART::Reduction Gearbox,part,2,11,10,0,False,1
372,PART::Reduction Gearbox,part,2,12,10,0,False,1
373,PART::Reduction Gearbox,part,2,13,10,0,False,1
374,PART::Reduction Gearbox,part,2,14,10,0,False,1
375,PART::Reduction Gearbox,part,2,15,10,0,False,1
376,PART::Reduction Gearbox,part,2,16,10,0,False,1
377,PART::Reduction Gearbox,part,2,17,10,0,False,1
378,PART::Reduction Gearbox,part,2,18,10,0,False,1
379,PART::Reduction Gearbox,part,2,19,10,0,False,1
380,PART::Reduction Gearbox,part,2,20,10,0,False,1
381,PART::Reduction Gearbox,part,2,21,10,0,False,1
382,PART::Reduction Gearbox,part,2,22,10,0,False,1
383,PART::Reduction Gearbox,part,2,23,10,0,False,1
384,PART::Reduction Gearbox,part,2,24,10,0,False,1
385,PART::Reduction Gearbox,part,2,25,10,0,False,1
386,PART::Reduction Gearbox,part,2,26,10,0,False,1
387,PART::Reduction Gearbox,part,2,27,10,0,False,1
388,PART::Reduction Gearbox,part,2,28,10,0,False,1
389,PART::Reduction Gearbox,part,2,29,10,0,False,1
390,PART::Reduction Gearbox,part,2,30,10,0,False,1
391,PART::Reduction Gearbox,part,2,31,10,0,False,1
392,PART::Reduction Gearbox,part,2,32,10,0,False,1
393,PART::Reduction Gearbox,part,2,33,10,0,False,1
394,PART::Reduction Gearbox,part,2,34,10,0,False,1
395,PART::Reduction Gearbox,part,2,35,10,0,False,1
396,PART::Reduction Gearbox,part,2,36,10,0,False,1
397,PART::Reduction Gearbox,part,2,37,10,0,False,1
398,PART::Reduction Gearbox,part,2,38,10,0,False,1
399,PART::Reduction Gearbox,part,2,39,10,0,False,1
400,PART::Reduction Gearbox,part,2,40,10,1,True,3
401,PART::Reduction Gearbox,part,2,41,10,2,True,3
402,PART::Reduction Gearbox,part,2,42,10,3,True,3
403,PART::Reduction Gearbox,part,2,43,10,4,True,3
404,PART::Reduction Gearbox,part,2,44,10,5,True,3
405,PART::Reduction Gearbox,part,2,45,10,6,True,3
406,RAW::Alloy Steel Gear Blank,raw_material,3,1,5,0,False,0
407,RAW::Alloy Steel Gear Blank,raw_material,3,2,5,0,False,0
408,RAW::Alloy Steel Gear Blank,raw_material,3,3,5,0,False,0
409,RAW::Alloy Steel Gear Blank,raw_material,3,4,5,0,False,0
410,RAW::Alloy Steel Gear Blank,raw_material,3,5,5,0,False,0
411,RAW::Alloy Steel Gear Blank,raw_material,3,6,5,0,False,1
412,RAW::Alloy Steel Gear Blank,raw_material,3,7,5,0,False,1
413,RAW::Alloy Steel Gear Blank,raw_material,3,8,5,0,False,1
414,RAW::Alloy Steel Gear Blank,raw_material,3,9,5,0,False,1
415,RAW::Alloy Steel Gear Blank,raw_material,3,10,5,0,False,1
416,RAW::Alloy Steel Gear Blank,raw_material,3,11,5,0,False,1
417,RAW::Alloy Steel Gear Blank,raw_material,3,12,5,0,False,1
418,RAW::Alloy Steel Gear Blank,raw_material,3,13,5,0,False,1
419,RAW::Alloy Steel Gear Blank,raw_material,3,14,5,0,False,1
420,RAW::Alloy Steel Gear Blank,raw_material,3,15,5,0,False,1
421,RAW::Alloy Steel Gear Blank,raw_material,3,16,5,0,False,2
422,RAW::Alloy Steel Gear Blank,raw_material,3,17,5,0,False,2
423,RAW::Alloy Steel Gear Blank,raw_material,3,18,5,0,False,2
424,RAW::Alloy Steel Gear Blank,raw_material,3,19,5,0,False,2
425,RAW::Alloy Steel Gear Blank,raw_material,3,20,5,0,False,2
426,RAW::Alloy Steel Gear Blank,raw_material,3,21,5,0,False,2
427,RAW::Alloy Steel Gear Blank,raw_material,3,22,5,0,False,2
428,RAW::Alloy Steel Gear Blank,raw_material,3,23,5,0,False,2
429,RAW::Alloy Steel Gear Blank,raw_material,3,24,5,0,False,2
430,RAW::Alloy Steel Gear Blank,raw_material,3,25,5,0,False,2
431,RAW::Alloy Steel Gear Blank,raw_material,3,26,5,0,False,2
432,RAW::Alloy Steel Gear Blank,raw_material,3,27,5,0,False,2
433,RAW::Alloy Steel Gear Blank,raw_material,3,28,5,0,False,2
434,RAW::Alloy Steel Gear Blank,raw_material,3,29,5,0,False,2
435,RAW::Alloy Steel Gear Blank,raw_material,3,30,5,0,False,2
436,RAW::Alloy Steel Gear Blank,raw_material,3,31,5,0,False,2
437,RAW::Alloy Steel Gear Blank,raw_material,3,32,5,0,False,2
438,RAW::Alloy Steel Gear Blank,raw_material,3,33,5,0,False,2
439,RAW::Alloy Steel Gear Blank,raw_material,3,34,5,0,False,2
440,RAW::Alloy Steel Gear Blank,raw_material,3,35,5,0,False,2
441,RAW::Alloy Steel Gear Blank,raw_material,3,36,5,0,False,2
442,RAW::Alloy Steel Gear Blank,raw_material,3,37,5,0,False,2
443,RAW::Alloy Steel Gear Blank,raw_material,3,38,5,0,False,2
444,RAW::Alloy Steel Gear Blank,raw_material,3,39,5,0,False,2
445,RAW::Alloy Steel Gear Blank,raw_material,3,40,5,0,False,2
446,RAW::Alloy Steel Gear Blank,raw_material,3,41,5,0,False,2
447,RAW::Alloy Steel Gear Blank,raw_material,3,42,5,0,False,2
448,RAW::Alloy Steel Gear Blank,raw_material,3,43,5,0,False,2
449,RAW::Alloy Steel Gear Blank,raw_material,3,44,5,0,False,2
450,RAW::Alloy Steel Gear Blank,raw_material,3,45,5,1,True,4
451,RAW::Composite Epoxy Prepreg,raw_material,3,1,5,0,False,0
452,RAW::Composite Epoxy Prepreg,raw_material,3,2,5,0,False,0
453,RAW::Composite Epoxy Prepreg,raw_material,3,3,5,0,False,0
454,RAW::Composite Epoxy Prepreg,raw_material,3,4,5,0,False,0
455,RAW::Composite Epoxy Prepreg,raw_material,3,5,5,0,False,0
456,RAW::Composite Epoxy Prepreg,raw_material,3,6,5,0,False,1
457,RAW::Composite Epoxy Prepreg,raw_material,3,7,5,0,False,1
458,RAW::Composite Epoxy Prepreg,raw_material,3,8,5,0,False,1
459,RAW::Composite Epoxy Prepreg,raw_material,3,9,5,0,False,1
460,RAW::Composite Epoxy Prepreg,raw_material,3,10,5,0,False,2
461,RAW::Composite Epoxy Prepreg,raw_material,3,11,5,0,False,2
462,RAW::Composite Epoxy Prepreg,raw_material,3,12,5,0,False,2
463,RAW::Composite Epoxy Prepreg,raw_material,3,13,5,0,False,2
464,RAW::Composite Epoxy Prepreg,raw_material,3,14,5,0,False,2
465,RAW::Composite Epoxy Prepreg,raw_material,3,15,5,0,False,2
466,RAW::Composite Epoxy Prepreg,raw_material,3,16,5,0,False,2
467,RAW::Composite Epoxy Prepreg,raw_material,3,17,5,0,False,2
